CASEID,ORDER,PRIEST,POSITION,PRIMARY,PAID,AREA,SPADMIN,SPCHILD,SPCOMM,SPFAMILY,SPMEDIA,SPMUSIC,SPOUT,SPCARE,SPPREACH,SPPSYCH,SPRELED,SPSPIRIT,SPTECH,SPVOLCOR,SPWORLEAD,SPWORTECH,SPYADULT,SPYOUTH,SPOTHER,GENLEAD,YEARLEAD,STFPREV,YEARSTF,MBRPREV,TIMESERV,DIFFOCC,HRCONG,SERVOTH,HROTHCNG,CHAPLAIN,CHAPUNI,CHAPHOSP,CHAPNURS,CHAPJAIL,CHAPPOL,CHAPOTH,HRCHAP,OTHERJOB,HROTHJOB,HRTOTAL,PREACH,CLASS,VISIT,COUNSEL,COTHCONG,CDEN,COTHDEN,CNONPRFT,CPUBSCHL,CPRVSCHL,CCOLLEGE,CSEM,CBIZ,CHOSP,CGOV,CADVOC,WORKSAT,LVCNGWRK,LVRELWRK,GOD,DOUBT,POSTLIFE,HEAVEN,HELL,MIRAHEAL,PROSPER,REINCAR,ASTROL,RESURECT,ADAMEVE,BIBLE,GRACE,PRAYSOLO,ALLTRUE,MINEBEST,CONVERT,NOFRIEND,LDRWOMEN,ORIENT,GAYMARRY,MIHELP,MIHELP2,MIPSYCH,MISERM,MIPRAY,MICLASS,MILEARN,SERIOUS,CHEM,GENES,TRAUMA,DEMON,NOSUPP,NOFAITH,STRESS,SEEKHELP,TAKEMEDS,RELIGACT,DISASTRO,DISCLIMA,DISENVIR,DISEVOLU,DISPSYCH,DISPOLLS,DISSTEM,DISVAX,DISMED,DISOTH,SIXDAYS,YNGEARTH,CREMIRAC,EVOLVED,GODEVOLV,LAWEVOLV,EVNOGOD,CLIMCHNG,SCICONFL,SCIRELIG,RELICHNG,SCIHOSTL,RESCHAR,RESFORGV,RESHMBL,RESGRAT,RESGENER,RESCNTL,RESPRAY,RESDISC,VSTDYING,VSTOFTN,ALLOWDIE,EUTHA,HOPEMIRA,PALIATIVE,PARTYID7,POLVIEWS,POLGROUP,TOOKSTND,PRAYISSUE,URGEVOTE,URGEACT,LOBBIED,PROTEST,ACTABORT,ACTCAPUN,ACTECON,ACTEDUC,ACTENVIR,ACTFORGN,ACTLGBT,ACTGUN,ACTHEAL,ACTHUNGR,ACTIMM,ACTPOLIC,ACTRACE,ACTOTH,ENDORSE,TAXENDRS,POLCOMP,VOTE,VOTEWHO,INFOBOOK,INFOZINE,INFOWEB,INFOPOD,INFOSOC,GENDER,RACE,YEARBORN,WHEREBRN,EDUC,ATSEM,MARSTAT,ROMRELAT,NUMKID,HEALTH,CAREDFOR,LACKINT,DEPRESS,HAPPY,SATLIFE,LIFEGOOD,BMI,BMICAT,CONGSAL,CONGLIVE,OTHINC,OTHAMT,HHINCOME,STULOAN,LOANAMT,FINSATIS,CHALWELL,CHALTECH,CHALRACE,CHALLGBT,CHALLEAD,CHALGEN,CHALCASH,CHALFEM,CHALFACIL,CHALDENOM,CHALCOMIT,CHALOTH,cong_region,cong_size,cong_trad,cong_race,DURATION,SURVEYDATE,SURVEYYEAR,COVID,MODE_NSRL,WT_NSRL_ALL_IGN,WT_NSRL_ALL_DUP,WT_NSRL_ALL_ATTENDEE,WT_NSRL_PRIMARY_IGN,WT_NSRL_PRIMARY_DUP,WT_NSRL_PRIMARY_ATTENDEE,WT_NSRL_NONP_IGN,WT_NSRL_NONP_DUP,WT_NSRL_NONP_ATTENDEE
460,2,0,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,1,5,1,40,2, ,2, , , , , , , ,2, ,40,5,4,7,5,1,1, ,2,2,2,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,3,5,5,1,7,4,1,1,7,1,1,2,2,1,1,2,2,4,4, , , , , ,4,4,4,4,1,1,1,1,1,2,1,1,2, ,1,1,1,5,5,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,4,7,1,3,1,4,4,1,3,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1, ,2,1,3,1,1,3,4,5,4,4,1,1,3,1,3,2,2, ,0,2,5,1,1,6,6,6,26.578449905482,3,4,2,1,7,10,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,32.8,2/20/2019,2019,2,1,.506126078840838,.526758580171358,2.92163417892508,0,0,0,.519358495561508,.526489796958019,1.79011265862538
461,2,0,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1, ,0, , ,5,1,2,1,10,2, ,2, , , , , , , ,1,20,60,1,8,1,5,1,1,2,1,2,2,2,2,2,2,1,1,3,1,1,1,1,1,5,4,5,4,1,1,5,3,2,6,6,6,2,1,2,3,2,1,2,1,1,1,1,1,1,3,3,2,4,1,2,1,3,4,3,1,1,1,1,2,1,1,1,1,1, ,2,1,5,2,5,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,3,3,5,5,1,2,1,1,1,1,1, , , , , , , , , , , , , , ,2,1,3,1,1,5,4,6,3,4,2,1,5,1,4,2,2, ,3,1,5,1,2,5,5,6,23.9602366863905,2,6,2,1,4,11,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,1,39.2,2/16/2019,2019,2,1,.506126078840838,.526758580171358,2.92163417892508,0,0,0,.519358495561508,.526489796958019,1.79011265862538
462, , ,5,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1, ,0, , ,5,1,20,1,50,2, ,2, , , , , , , ,2, ,50,1,8,8,8,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,1,1,5,5,5,5,2,1,1,5,5,2,6,6,1,6,6,2,1,1,6,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1, ,5,4,5,1,1,1,1,2,3,4,1,5,1,1,1,1,1,1,1,1,1,5,4,1,3,1,6,6,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2, ,2,2,3,1,2,4,4,4,4,1,1,1,6,1,5, ,2, ,2,2,4,1,1,5,5,6,24.3635790800252,2,6,2,2,0,6,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,3,3,2,1,47.3,2/13/2019,2019,2,1,3.01029667931008,2.98981141279441,1.22232796287711,0,0,0,3.08899940137631,2.9882858351407,.748931805056829
463, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,3,2, ,2,33,1,55,2, ,1,2,2,2,2,2,1,10,1,6,71,8,7,8,6,2,1,2,1,1,2,1,1,2,2,2,2,4,2,2,1,1,5,5,5,5,1,1,1,5,5,2,6,6,1,6,6,2,2,1,1,2,1,3,2,3,1,1,4,2,3,4,4,3,4,4,3,4,4,1,2,1,3,2,3,1,1,1, ,5,5,5,1,1,1,1,2,5,2,1,6,1,1,1,1,1,1,1,1,1,5,7,1,4,2,7,6,3,3,3,3,2,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1, ,2,2,3,1,2,4,2,4,1,1,1,1,3,1,3,2,2, ,0,3,5,1,1,5,6,4,32.8870572510581,4,7,2,1,1,7,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,49.5,2/13/2019,2019,2,1,.669923012681177,.717290552675792,.419784420568698,.65657777085694,.717582801347356,.846776052511879,0,0,0
464,2,0,4,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2, ,0, , ,5,1,10,1,25,2, ,2, , , , , , , ,2, ,25,1,4,1,3,1,2,2,1,2,2,2,2,2,2,1,2,4,2,3,1,1,5,5,3,5,1,1,1,5,4,2,4,5,2,4,4,1,3,4,6,2,1,3,1,1,1,1,4,1,1,4,1,4,1,4,4,3,3,1,1,1,1,1,1,1, ,1, ,5,3,5,1,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,4,4,2,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,2,1,4,1,1,2,3,2, ,1,2,3,4,1,2,2,2, ,1,2,4,1,1,5,5,6,29.7549565604812,3,3,2,2,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,3,32.6,2/8/2019,2019,2,1,.212606108525566,1.881859892254,6.95841369983822,0,0,0,.218164590380154,1.88089965663956,4.26348532539948
465,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,9,2,65,2, ,2, , , , , , , ,2, ,65,8,8,8,8,1,1,2,1,1,2,2,2,2,2,1,2,3,2,1,1,1,5,5,5,5,4,1,1,5,2,2,5,5,3,5,6,1,2,2,3,1,2,4,2,2,2,2,4,4,3,4,1,2,2,4,4,3,2,2,2,2,3,3,3,1,1,3, ,1,1,1,5,4,2,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,4,7,1,2,3,3,5,2,3,3,2,3,3,3,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,4,2,2,5,3,3,6,6,5,1,3,6,2,5, ,1,2,0,2,5,1,1,5,5,5,27.8912914104344,3,5,1,2,0, ,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,4,1,3,97.4,3/11/2020,2020,2,1,.0806826700091747,.676023069457761,2.47337187466383,.0790754260096169,.676298504347094,4.98920867426282,0,0,0
466, , ,5,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,5,1,2,1,40,2, ,2, , , , , , , ,1,28,68,2,4,4,5,2,2,2,1,1,2,2,2,2,2,2,2,4,2,1,1,1,5,5,5,5,5,3,5,5,5,2,6,5,1,6,4,3,2,1,1,1,3,2,1,1,1,2,3,3,3,3,1,2,2,2,3,4,4,1,1,1,1,1,1,1,2,1, ,5,3,5,1,5,1,1,1,1,4,1,5,3,3,3,3,3,3,3, ,2,1,7,1,3,3,5,6,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,3,1,2,4,3,4,4,4,2,1,5,1,2,2,2, ,2,3,4,1,1,6,6,7,36.6059171597633,4,4,2,1,7,10,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,43.1,2/14/2019,2019,2,1,2.05624814194853,2.04225523835877,1.6698750125146,0,0,0,2.1100077355219,2.04121315960374,1.02314807917684
467, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1, , , ,2,29,1,48,2, ,2, , , , , , , ,2, ,48,6,6,4,6,1,1,1,1,2,1,2,2,2,1,2,2,4,1,1,1,1,5,5,5,5,4,1,3,5,5,2,6,6,1,7,6,1,7,1,1,2,1,2,1,1,1,2,4,2,2,2,1,3,1,3,2,4,3,1,1,1,2,1,2,1,1,1, ,5,2,5,1,1,1,1,2,1,3, ,4,1,1,1,1,1,1,1,1,1,2,7, ,4, ,7,6,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2, ,2,3,3,1,2,6,2,2,4,2,1,1,4,1,3,2,2, ,1,1,5,1,1,6,6,7,24.4048799841301,2,7,2,2,0,8,2,0,3, , , , , , , , , , , , ,2,3,2,1,75,6/5/2020,2020,1,1,.457605378081851,.489960798985057,.573485624022384,.448489622517443,.490160425750093,1.15681733072444,0,0,0
468,2,0,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2, ,0, , ,5,2,37,2,55,2, ,2, , , , , , , ,2, ,55,2,4,3,4,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,1,2,5,5,3,4,1,3,3,5,2,2,5,4,3,6,5,2,7,6,4,1,4,4,1,1,2,3,3,2,2,3,1,4,3,4,4,3,3,1,2,2,2,2,3,1,3,3, ,3,2,4,4,5,2,1,1,1,4,4,1,1,2,2,1,2,1,1,2,1,3,1,1,1,3,2,4,2,2,2,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,2,2, ,2,2,3,1,1,6,6,6,2,5,1,1,3,1,4,2,2, ,0,2,4,1,2,5,5,5,26.1200975792832,3,8,2,2,0,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,5,30.4,4/23/2019,2019,2,1,.236413425263052,.246050945468421,.909804325419202,0,0,0,.242594337672479,.245925395802487,.557445641741584
469,2,0,14,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1, ,0, , ,5,2,7,2,45,1,1,2, , , , , , , ,2, ,46,1,7,1,2,1,1,1,1,2,1,1,2,1,2,2,1,3,3,2,1,2,5,5,4,5,2,2,1,5,2,3,6,4,2,3,5,1,2,7,4,1,2,2,1,2,2,3,4,4,4,4,2,3,2,4,4,4,3,1,1,1,2,2,5,1,1,1,5,3,3,4,4,4,2,2,1,2,2,1,2,1,1,3,1,1,1,1,1,2,1,1,1,3,1, , ,3,3,1,3,3,2,3,1,1,2,2,1,2,2,1,1,1,1,2,2, ,2,1,2,1,1,3,3,5,5,5,2,1,7,1,3,2,2, ,0,1,4,1,2,5,6,6,24.1266272189349,2,11,2,2,0,11,1,8,2,1,0,0,0,0,1,0,0,0,1,0,0,4,4,1,5,43.1,3/20/2019,2019,2,1,.236413425263052,.246050945468421,.909804325419202,0,0,0,.242594337672479,.245925395802487,.557445641741584
470,2,0,14,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0, , ,5,2,38,1,55,2, ,2, , , , , , , ,2, ,55,1,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,1,2,5,5,2,5,1,4,2,5,1,3,2,4,6,1,1,1,7,7,5,2,1,2,1,1,1,1,4,4,4,4,1,3,1,4,4,4,2,1,1,1,2,1,1,1,1,1, ,1,1,3,4,5,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,6,3,1,1,1,2,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,3,1,1,4,2,5,2,1,2,1,3,1,3,2,1,2,0,4,4,2,2,2,2,5, , ,7,2,1,1,10,1,2,2, , , , , , , , , , , , ,4,4,1,5,52.5,2/20/2019,2019,2,1,.236413425263052,.246050945468421,.909804325419202,0,0,0,.242594337672479,.245925395802487,.557445641741584
471,2,0,7,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2, ,0, , ,3,1,20,1,50,2, ,2, , , , , , , ,2, ,50,4,7,7,8,1,1,1,1,2,1,1,2,1,1,1,1,4,1,2,1,1,5,5,3,5,1,1,3,5,1,3,5,6,7,4,1,1,7,7,5,1,3,3,1,1,1,3,4,4,2,3,1,3,2,4,4,4,4,1,1,1,1,1,1,1,1,1, ,2,1,5,5,5,2,1,1,1,1,3,4,3,3,3,3,3,3,1,2,2,1,7,4,4,4,5,4,1,1,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,5,4,5,1,2,2,1,3,1,4,2,2, ,0,2,5,1,1,4,5,6,32.6125443786982,4,6,2,2,0,13,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,5,53.9,3/19/2019,2019,2,1,.236413425263052,.246050945468421,.909804325419202,0,0,0,.242594337672479,.245925395802487,.557445641741584
472,2,0,14,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,0, , ,5,2,40,1,50,2, ,2, , , , , , , ,2, ,50,1,8,3,5,1,1,2,1,2,2,2,2,2,2,2,1,4,1,1,1,2,5,5,3,5,1,3,3,5,1,3,4,4,6,1,1,1,7,7,6,1,2,3,1,1,1,1,4,4,3,3,1,3,1,3,4,4,1,1,1,1,1,1,1,1,1,1, ,1,1,3,4,5,1,1,1,1,3,3,2,1,1,1,1,3,3,1,1,1,3,7,2,1,3,1,2,1,2,1,3,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2, ,2,1,4,1,1,4,4,5,4,5,2,1,3,1,4,2,1,2,0,3,4,1,1,6,6,6, , ,7,2,2,0,7,1,6,2,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,5,67.3,2/15/2019,2019,2,1,.236413425263052,.246050945468421,.909804325419202,0,0,0,.242594337672479,.245925395802487,.557445641741584
473,1,1,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,2,29,1,55,1, ,2, , , , , , , ,2, ,55,8,5,6,6,1,1,2,2,2,1,2,1,2,1,1,1,4,2,1,2,2,5,5,3,4,1,1,1,5,1,3,4,2,5,6,4,1,6,7,4,1,4,3,1,2,1,2,3,3,2,2,1,2,1,3,4,4,2,1,2,1,3,3,3,1,2,2, ,1,1,1,5,3,3,3,1,1,3, ,2,1,1,1,1,3,3,1,1,1,5,7,1,1,2,1,3,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1, ,2,2,4,1,1,4,3,5,1,5,1,1,4,1,5, ,1,2,0,1,4,1,1,5,5,6,30.5121527777778,4,6,1,2,0, ,1, ,2,0,0,0,0,0,0,1,0,0,1,0,0,4,2,1,1, ,11/22/2019,2019,2,3,4.59333001262291,4.78057957663275,1.14899163649144,0,0,0,4.71342036047021,4.77814024372276,.703997950179633
474,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,37,2,10,1,40,2, , , , , , , ,1,15,65,8,7,8,8,1,1,1,1,2,1,2,1,1,2,2,2,3,2,1,1,2,5,5,4,5,2,1,1,4,3,3,6,6,6,6,6,2,7,7,5,1,5,5,4,4,3,3,4,4,4,4,2,4,2,4,4,2,3,2,2,2,2,2,2,1,1,1, ,1,1,1,4,4,4,4,1,3,3,2,2,1,1,1,1,1,1,1,1,1,5,6,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2, ,2,3,4,1,1,2,2,4,4,2,1,1,3,1,5, ,1,2,0,3,3,2,2,5,5,6,29.4112244897959,3,4,1,1, , ,2,0,2, , , , , , , , , , , , ,4,2,1,1,32.7,10/12/2019,2019,2,2,1.7431396126002,1.71733405472151,.408409692282015,1.70841529469619,1.71803375527417,.823831305053305,0,0,0
475, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,3,2,60,2, ,2, , , , , , , ,2, ,60,7,7,2,8,1,2,1,1,2,2,1,2,2,2,2,1,3,3,2,2,2,4,2,2,1,1,3,2, ,1, ,4,2,6,2,1,2,7,7,5,1,3,3,2,1,1,2,2,4,3,3,1,3,1,4,4,4,2,1,2,1,1,3,2,1,1,1, ,1,1,2,5,2,4,3,1,1,2,3,1,1,1,1,1,1,2,1,1,2,1,6,4,1,1,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,1,2,2,1,1,2,1, ,2,3,4,1,1,2,3,4,3,3,2,1,6,1,5, ,1,1,0,2,3,2,2,3,3,3,26.6224852071006,3,8,2,1,1,8,1,7,2,0,0,1,0,0,1,0,0,0,0,0,0,2,3,6,1,22.8,11/12/2019,2019,2,2,.492988668836155,.536897041112739,.519439480521717,.483168058291824,.537115791306013,1.04779713415548,0,0,0
476, , ,6,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2, ,0, , ,5,2,8,2,55,2, ,2, , , , , , , ,1,6,61,1,4,1,8,1,1,1,1,1,1,1,2,1,2,1,1,4,2,1,4,1,1,2,1,3,1,4,4, ,2, ,3,5,7,1,1,1,7,7,5,1,3,3,1,1,2,4,4,4,2,2,1,2,4,4,4,4,1,1,1,1,1,1,3,1,1,1, ,1,1,1,4,3,3,4,1,5,4,2,4,1,1,1,1,1,1,1,1,2,1,6,1,4,2,2,4,2,1,1,3,3,3,3,2,2,2,2,2,2,2,1,2,2,1,2,1, ,1, ,3,1,1,5,5,5,5,6,2,1,7,1,3,2,1,1,0,2,4,3,1,4,6,6,23.4333333333333,2,6,2,1,1,6,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,3,6,1,43.2,2/12/2019,2019,2,1,3.10358801364555,3.21662351533372,2.25578832024164,0,0,0,3.18472979163868,3.21498220480343,1.3821426571377
477,2,0,8,2,1,2, , , , , , , , , , , , , , , , , , , ,0, , ,4,2,12,2,44,2, ,2, , , , , , , ,2, ,44,1,8,3,8,1,1,1, ,2,1,2,2,1,2,2,1,4,1,3,2,3,4,4,3,3,1,2,1,3,1,3,3,2,5,1,1,1,7,7,5,2,1,2,1,1,1,1,4,3,2,2,1,2,1,4,4,4,1,1,5,1,2,2,1,1,1,5, ,1,1,1,3,2,4,1,1,1,2,3,1,3,3,3,3,3,3,3, ,1,2,7,1,1,3,1,2,3,3,3,2,1,2,3,2,1,1,2,1,2,2,1,1,1,1,1,2, ,2,2,4,1,1,5,4,2,1,1,1,3,6,1,3,2,2, ,0,3,4,1,1,6,5,5,29.5316110060912,3,7,2,1,1, ,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,26.2,5/8/2019,2019,2,1,.541473200444825,.563546646164527,1.56283846607422,0,0,0,.555629750227382,.563259091515919,.957565783453231
478,1,0,4,2,1, , , , , , , , , , , , , , , , , , , , ,0, , , ,2,57,1,38,2, ,2, , , , , , , ,2, ,38,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,5,5,5,5,4,3,3,3,5,3,5,5,6,6,5,2,6,6,5,2,1,2,1,1,1,1,4,3,3,3,1,3,1,4,4,4,3,1,5,4,5,4,5,1,1,1, ,1,1,2,2,4,4,2,1,4,2,1,5,1,1,1,1,2,1,1,2,2,1,5,1,2,1,1,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1, ,2,2,3,1,1,3,3,3,3,1,2,1,1,1,5, ,1,2,0,1,3,1,1,5,5,6,22.271349862259,2,5,1,2,0, ,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,29.8,2/13/2019,2019,2,1,.541473200444825,.563546646164527,1.56283846607422,0,0,0,.555629750227382,.563259091515919,.957565783453231
479,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,28,2,50,2, ,2, , , , , , , ,2, ,50,8,7,7,7,1,1,1,1,2,1,2,2,2,2,2,1,4,1,1,2,2,4,4,2,3,1,1,1,4,2,3,6,6,5,5,4,1,4,4,4,1,3,3,1,1,1,2,3,2,2,2,1,4,2,4,4,4,3,1,3,1,3,3,3,1,1,1, ,1,1,2,4,4,4,3,1,4,3,3,5,2,3,2,3,3,1,1,1,1,5,1,1,2,2,2,3,2,3,3,3,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1, ,2,2,3,1,1,5,5,3,1,1,1,1,2,1,5, ,1,2,0,4,3,1,1,5,5,6,28.5885736956953,3,7,1,1,1,7,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,1,37.1,8/31/2019,2019,2,1,.20548564598297,.202443622445485,.555511769402357,.201392256764891,.202526104892111,1.1205610312578,0,0,0
480, , ,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,1,11,1,60,2, ,2, , , , , , , ,2, ,60,8,8,8,8,1,1,2,1,1,2, , , , , , ,4,1,1,1,2,5,5,5,4,1,5,2,5,3,3,5,5,3,4,2,1,7,6,4,1,4,4,3,3,2,5,4,3,2,3,1,4,1,4,4,3,3,1,1,1,3,4,4,1,1,1, ,2,3,3,3,4,4,1,1,1,2,1,3,3,1,2,1,1,3,1,1,1,5,7,3,1,2,2,3,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1, ,2,2,4,1,1,6,5,6,5,1,2,1,4,1,5, ,2, ,1,2,5,1,1,5,5,6,27.3659169550173,3,7,2,1,1,13,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,5,4,1,16.4,2/13/2019,2019,2,1,.808210398744056,.806663936350678,2.74724787664364,0,0,0,.82934066102703,.806252328959629,1.68326453593545
481, , ,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,2,18,2,55,2, ,2, , , , , , , ,2, ,55,7,8,8,5,1,1,1,1,1,2,1,1,1,2,2,1,4,2,1,1,2,5,5,3,3,2,1,1,5,1,3,5,5,1,6,5,1,7,7,5,1,4,3,2,2,1,2,3,3,2,3,1,3,3,3,4,3,3,1,2,1,1,2,3,1,2,1, ,1,1,5,4,4,2,1,1,1,3,3,2,1,1,1,1,1,1,3,1,1,4,7,4,2,2,3,4,3,3,3,3,3,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2, ,2,1,4,1,1,4,2,3,2,3,1,1,6,1,5, ,2, ,2,3,4,1,1,6,6,6,31.6342169748274,4,7,2,1,1,9,1,6,2,0,0,0,0,0,1,1,0,0,0,0,0,2,5,4,1,20.2,2/19/2019,2019,2,1,.808210398744056,.806663936350678,2.74724787664364,0,0,0,.82934066102703,.806252328959629,1.68326453593545
482, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,3,1, ,1,34,2,48,2, ,2, , , , , , , ,2, ,48,8,5,3,5,1,1,1,2,1,2,1,2,2,1,2,2,4,1,1,1,1,5,5,2,4,1,1,1,5,2,3,6,4,3,6,3,2,7,7,5,1,2,3,2,1,1,1,4,4,3,2,1,2,2,2,4,4,2,2,1,1,2,3,2,2,2,2, ,1,1,5,4,4,2,1,2,1,3,3,2,1,1,2,1,1,2,1,2,1,3,6,2,1,2,6,5,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,3,1,1,3,2,2,1,1,1,1,3,1,5, ,2, ,0,1,5,1,1,6,6,6,26.578449905482,3,8,2,2,0,10,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,5,4,1,26,2/14/2019,2019,2,1,.293601634528598,.309463496070236,1.24446851752706,.28775292544023,.309589582068841,2.51030311539258,0,0,0
483, , ,5,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,5,1,3,1,22,2, ,2, , , , , , , ,2, ,22,1,7,1,1,1,2,2,1,2,2,2,2,1,2,2,1,4,1,2,2,1,5,5,4,5,1,1,1,5,4,3,6,5,4,4,2,1,7,7,6,2,1,1,1,1,1,5,4,3,3,3,1,4,1,4,4,4,3,2,2,2,1,2,2,1,1,1, ,1,1,5,4,4,3,2,1,2,3,3,1,2,2,2,3,2,2,2, ,2,1,6,4,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,3,1,1,5,3,6,4,6,2,1,6,1,3,2,2, ,2,2,5,1,1,5,6,6,48.2532544378698,4,3,2,1,3,9,2,0,2, , , , , , , , , , , , ,2,5,4,1,31.1,2/14/2019,2019,2,1,.808210398744056,.806663936350678,2.74724787664364,0,0,0,.82934066102703,.806252328959629,1.68326453593545
484, , ,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2, ,1, , ,5,2,11,2,50,2, , , , , , , , , ,2, ,50,8,8,8,8,1,1,1,1,2,2,2,2,2,2,2,1,4,1,1,2,2,5,5,5,2,1,1,2,5,1,3,3,6,4,5,1,1,7,7,5,1,5,5,2,2,1,5,4,4,4,4,1,2,1,4,4,4,2,2,3,2,3,4,2,1,1,1, ,1,1,1,5,5,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,5,7,7,1,4,1,1,2,3,3,1,2,3,3,2,1,1,2,2,2,1,2,1,1,1,2,1, ,2,2,5,1,1,6,6,6,2,6,2,1,6,1,5, ,2, ,0,3,5,1,1,6,6,6,34.1100591715976,4,8,2,1,1,9,1,7,3,0,0,0,0,0,0,1,0,1,0,0,0,2,5,4,1,61,2/18/2019,2019,2,1,.808210398744056,.806663936350678,2.74724787664364,0,0,0,.82934066102703,.806252328959629,1.68326453593545
